     3.640      3.295      0.903      0.903      0.100      0.100
     3.650      3.304      0.904      0.904      0.105      0.105
     3.660      3.313      0.905      0.905      0.103      0.103
     3.670      3.322      0.906      0.906      0.103      0.103
     3.680      3.331      0.907      0.907      0.103      0.103
     3.690      3.340      0.908      0.908      0.105      0.105
     3.700      3.350      0.909      0.909      0.103      0.103
     3.710      3.359      0.910      0.910      0.105      0.105
     3.720      3.368      0.911      0.911      0.105      0.105
     3.730      3.377      0.912      0.912      0.103      0.103
     3.740      3.386      0.913      0.913      0.105      0.105
     3.750      3.395      0.914      0.914      0.105      0.105
     3.760      3.404      0.915      0.915      0.107      0.107
     3.770      3.413      0.916      0.916      0.103      0.103
     3.780      3.423      0.918      0.918      0.105      0.105
     3.790      3.432      0.919      0.919      0.107      0.107
     3.800      3.441      0.920      0.920      0.103      0.103
     3.810      3.450      0.921      0.921      0.110      0.110
     3.820      3.459      0.922      0.922      0.103      0.103
     3.830      3.469      0.923      0.923      0.107      0.107
     3.840      3.478      0.924      0.924      0.107      0.107
     3.850      3.487      0.925      0.925      0.107      0.107
     3.860      3.496      0.926      0.926      0.105      0.105
     3.870      3.506      0.927      0.927      0.107      0.107
     3.880      3.515      0.928      0.928      0.107      0.107
     3.890      3.524      0.929      0.929      0.107      0.107
     3.900      3.533      0.930      0.930      0.110      0.110
     3.910      3.543      0.931      0.931      0.105      0.105
     3.920      3.552      0.932      0.932      0.107      0.107
     3.930      3.561      0.933      0.933      0.110      0.110
     3.940      3.571      0.935      0.935      0.110      0.110
     3.950      3.580      0.936      0.936      0.105      0.105
     3.960      3.589      0.937      0.937      0.112      0.112
     3.970      3.599      0.938      0.938      0.105      0.105
     3.980      3.608      0.939      0.939      0.112      0.112
     3.990      3.617      0.940      0.940      0.110      0.107
     4.000      3.627      0.941      0.941      0.110      0.110
     4.010      3.636      0.942      0.942      0.110      0.110
     4.020      3.646      0.943      0.943      0.110      0.110
     4.030      3.655      0.944      0.944      0.110      0.110
     4.040      3.665      0.945      0.945      0.112      0.112
     4.050      3.674      0.947      0.947      0.107      0.107
     4.060      3.683      0.948      0.948      0.112      0.112
     4.070      3.693      0.949      0.949      0.110      0.110
     4.080      3.702      0.950      0.950      0.110      0.110
     4.090      3.712      0.951      0.951      0.112      0.112
     4.100      3.721      0.952      0.952      0.112      0.112
     4.110      3.731      0.953      0.953      0.110      0.110
     4.120      3.741      0.954      0.954      0.112      0.112
     4.130      3.750      0.955      0.955      0.112      0.112
     4.140      3.760      0.957      0.957      0.112      0.112
     4.150      3.769      0.958      0.958      0.110      0.110
     4.160      3.779      0.959      0.959      0.114      0.114
     4.170      3.788      0.960      0.960      0.110      0.110
     4.180      3.798      0.961      0.961      0.114      0.114
     4.190      3.808      0.962      0.962      0.112      0.112
     4.200      3.817      0.963      0.963      0.114      0.114
     4.210      3.827      0.964      0.964      0.112      0.112
     4.220      3.836      0.966      0.966      0.112      0.112
     4.230      3.846      0.967      0.967      0.112      0.112
     4.240      3.856      0.968      0.968      0.117      0.117
     4.250      3.865      0.969      0.969      0.112      0.112
     4.260      3.875      0.970      0.970      0.112      0.112
     4.270      3.885      0.971      0.971      0.117      0.117
     4.280      3.895      0.972      0.972      0.112      0.112
     4.290      3.904      0.974      0.973      0.117      0.117
     4.300      3.914      0.975      0.975      0.112      0.112
     4.310      3.924      0.976      0.976      0.114      0.114
     4.320      3.934      0.977      0.977      0.117      0.117
     4.330      3.943      0.978      0.978      0.114      0.114
     4.340      3.953      0.979      0.979      0.114      0.114
     4.350      3.963      0.980      0.980      0.114      0.114
     4.360      3.973      0.982      0.982      0.117      0.117
     4.370      3.982      0.983      0.983      0.114      0.114
     4.380      3.992      0.984      0.984      0.119      0.119
     4.390      4.002      0.985      0.985      0.110      0.110
     4.400      4.012      0.986      0.986      0.124      0.124
     4.410      4.022      0.987      0.987      0.110      0.110
     4.420      4.032      0.988      0.988      0.119      0.119
     4.430      4.042      0.990      0.990      0.114      0.114
     4.440      4.052      0.991      0.991      0.119      0.119
